user,item,Time
8175,8626,"05 30, 2017"
8660,3603,"12 19, 2017"
9811,2839,"08 17, 2015"
14518,6987,"02 10, 2016"
2909,8759,"03 3, 2015"
4643,9767,"07 3, 2012"
2446,150,"12 11, 2013"
6590,4511,"10 6, 2015"
7494,12323,"11 1, 2015"
800,13796,"10 13, 2013"
4418,300,"12 16, 2009"
1072,57,"05 8, 2015"
7377,10059,"09 13, 2013"
1654,6906,"04 26, 2014"
2909,5835,"03 18, 2015"
7539,8288,"07 22, 2016"
7552,11571,"09 28, 2014"
9785,11943,"09 14, 2017"
3342,4480,"10 13, 2014"
7546,7267,"04 29, 2013"
6638,4557,"12 25, 2016"
2077,2540,"06 28, 2015"
8563,12744,"12 6, 2016"
14445,7093,"01 1, 2018"
2264,1982,"07 11, 2015"
12345,11955,"04 3, 2015"
9251,5402,"08 11, 2017"
11938,8429,"12 9, 2016"
4378,288,"11 30, 2014"
5028,3201,"05 24, 2017"
4432,13802,"05 4, 2014"
10694,6346,"11 4, 2016"
10615,2057,"10 4, 2012"
13420,14689,"10 31, 2016"
4317,14928,"03 2, 2018"
7970,9106,"09 5, 2014"
6440,9301,"09 6, 2012"
9825,13284,"04 28, 2015"
10004,2284,"07 31, 2016"
12891,11729,"10 17, 2014"
7958,11129,"09 2, 2014"
5307,12834,"03 8, 2017"
3277,4994,"08 20, 2016"
1079,14845,"10 29, 2010"
6332,9800,"06 29, 2012"
10334,10416,"12 1, 2016"
11174,4629,"11 3, 2015"
11908,7329,"08 17, 2016"
9958,1623,"08 23, 2013"
9879,10708,"09 25, 2013"
10441,14984,"01 16, 2018"
10717,9123,"10 5, 2013"
4333,2622,"10 29, 2013"
10903,8105,"11 14, 2015"
4781,10929,"10 31, 2015"
15280,13757,"10 13, 2015"
12757,13210,"04 16, 2018"
2307,4507,"09 2, 2014"
4020,6834,"01 8, 2017"
10389,5939,"04 29, 2017"
13522,12308,"08 9, 2016"
12069,3197,"06 11, 2017"
132,10186,"05 27, 2014"
7780,9758,"09 19, 2013"
976,1346,"11 22, 2000"
1719,9931,"04 5, 2015"
8392,4952,"12 5, 2015"
2413,6383,"10 23, 2015"
2074,13239,"05 13, 2013"
6943,5313,"06 8, 2013"
6069,6641,"08 29, 2017"
827,3674,"11 26, 2014"
12563,14700,"07 6, 2017"
8624,5629,"04 8, 2013"
3234,9001,"08 12, 2017"
12723,7696,"02 18, 2014"
449,8851,"06 4, 2014"
12700,6269,"11 23, 2012"
8519,8156,"03 4, 2014"
1784,5763,"01 7, 2012"
6163,2997,"05 21, 2014"
1506,1731,"10 7, 2014"
3380,9625,"11 3, 2015"
13438,9657,"05 18, 2017"
1025,2629,"08 5, 2016"
1659,8951,"09 30, 2011"
8450,12385,"02 4, 2016"
8795,3677,"12 18, 2003"
1611,8809,"07 6, 2014"
12539,9762,"02 9, 2013"
6372,819,"08 20, 2013"
10882,2436,"06 23, 2014"
3106,7329,"01 28, 2018"
6432,3230,"01 6, 2017"
4731,4813,"04 8, 2001"
11227,8201,"04 29, 2018"
2227,10808,"08 28, 2013"
6761,781,"07 31, 2013"
10029,1663,"02 9, 2016"
8292,13529,"11 9, 2017"
8817,8845,"02 8, 2018"
11186,4329,"10 8, 2014"
5446,2189,"02 6, 2012"
755,5724,"11 23, 2001"
1635,2479,"07 31, 2005"
13170,12860,"03 23, 2017"
5787,2617,"05 26, 2014"
12632,14303,"06 25, 2016"
10473,13392,"03 11, 2014"
6494,9653,"05 17, 2015"
1040,509,"02 16, 2015"
14827,13489,"06 12, 2016"
4130,6817,"05 9, 2017"
12164,15027,"05 2, 2018"
11336,4567,"09 26, 2014"
7765,9861,"06 20, 2016"
8112,10811,"07 2, 2013"
14106,10916,"05 5, 2016"
3988,1690,"12 1, 2017"
10236,2739,"04 27, 2018"
3439,1966,"12 8, 2011"
7521,12120,"04 6, 2015"
277,1260,"11 17, 2009"
5541,14640,"01 31, 2017"
8382,10070,"05 19, 2015"
2106,1702,"02 19, 2010"
15173,15173,"04 11, 2018"
4137,10691,"11 10, 2014"
632,72,"12 24, 2017"
7566,10618,"06 13, 2013"
8332,5404,"07 26, 2016"
8178,5020,"09 1, 2015"
226,4197,"07 21, 2017"
12719,12379,"01 26, 2016"
8279,7837,"02 3, 2014"
2977,5428,"03 12, 2012"
872,4877,"03 7, 2014"
14922,12324,"10 23, 2016"
672,3680,"02 16, 2015"
114,3886,"03 7, 2014"
14849,7967,"09 10, 2013"
814,2746,"07 25, 2015"
12793,6169,"04 28, 2013"
614,9945,"12 1, 2017"
13224,12960,"07 19, 2017"
9720,6518,"10 7, 2017"
9346,2755,"05 22, 2016"
7696,5690,"11 13, 2013"
7263,9945,"08 24, 2017"
946,7956,"05 27, 2014"
2202,1415,"08 26, 2010"
308,35,"07 27, 2008"
3045,13883,"02 9, 2013"
6590,12919,"05 19, 2017"
11650,10584,"10 1, 2014"
7139,13902,"04 24, 2015"
7796,10222,"11 22, 2014"
2094,11017,"05 6, 2015"
14421,15048,"11 27, 2017"
2061,4049,"10 19, 2014"
7588,8533,"06 25, 2015"
8965,12129,"07 13, 2015"
3382,11586,"07 7, 2015"
6455,3281,"12 15, 2016"
13728,10910,"08 16, 2012"
703,2870,"06 16, 2011"
2307,3314,"09 27, 2012"
13128,7869,"07 4, 2014"
2606,1791,"01 30, 2014"
5860,1398,"03 2, 2017"
1746,5760,"01 20, 2007"
7948,14135,"05 10, 2016"
8253,12481,"04 25, 2016"
2166,13721,"05 1, 2013"
12688,6015,"01 26, 2017"
90,2642,"07 27, 2014"
1964,2999,"06 14, 2010"
14768,7538,"01 2, 2014"
5588,9166,"02 11, 2014"
3658,10522,"10 25, 2016"
9795,3943,"12 28, 2014"
6515,11337,"04 12, 2016"
11333,11825,"01 26, 2017"
13011,5113,"02 23, 2015"
4399,2418,"04 27, 2012"
178,6426,"06 24, 2014"
14830,14684,"05 5, 2016"
7799,14343,"05 13, 2018"
378,5767,"09 17, 2013"
743,13415,"10 16, 2017"
1571,743,"12 17, 2013"
7846,10586,"11 22, 2014"
3913,2482,"07 8, 2010"
7645,11066,"11 19, 2013"
7484,10640,"10 3, 2014"
6326,1527,"04 2, 2015"
684,7596,"05 2, 2017"
8274,14084,"08 1, 2014"
4172,2060,"08 11, 2017"
7338,4953,"09 27, 2012"
6523,12556,"04 22, 2018"
14160,14783,"01 5, 2018"
11112,9124,"02 23, 2012"
11888,3377,"02 27, 2013"
401,8041,"04 12, 2015"
9052,13385,"12 16, 2014"
800,4576,"12 10, 2016"
5331,761,"10 31, 2015"
10563,8901,"10 16, 2014"
7036,13347,"07 5, 2016"
12628,15243,"09 18, 2018"
9269,3977,"10 29, 2015"
4996,9151,"05 28, 2009"
2689,10819,"06 17, 2013"
246,4118,"10 17, 2016"
9177,5517,"01 23, 2014"
4308,7139,"04 2, 2014"
3213,8303,"07 29, 2015"
12223,14837,"11 24, 2014"
445,11191,"09 18, 2015"
3808,8340,"04 9, 2016"
12520,10807,"01 3, 2015"
13857,6508,"08 20, 2015"
1417,1580,"12 31, 2005"
2594,9298,"10 10, 2013"
1964,9317,"04 22, 2015"
10278,9146,"07 21, 2015"
12789,5513,"03 14, 2014"
11981,7901,"04 18, 2013"
2455,1959,"08 14, 2016"
1262,2537,"12 17, 2009"
3439,6504,"11 17, 2015"
1385,6024,"06 27, 2015"
1445,2078,"03 16, 2011"
8249,15187,"06 26, 2018"
14608,7140,"08 18, 2014"
5453,10313,"08 12, 2013"
2011,10397,"02 22, 2018"
3279,12611,"07 8, 2017"
12665,11468,"10 10, 2014"
13065,10835,"01 6, 2016"
2712,12599,"09 10, 2016"
11322,6125,"09 24, 2008"
4699,8616,"10 10, 2017"
14095,10830,"08 3, 2013"
13758,10417,"07 12, 2016"
2621,2749,"01 1, 2017"
13023,15228,"02 26, 2016"
12897,3869,"12 18, 2016"
7053,8392,"04 13, 2016"
10014,9146,"09 22, 2014"
5430,10462,"01 15, 2013"
6352,6745,"04 26, 2013"
11992,9604,"05 5, 2013"
1581,2611,"03 1, 2016"
13647,9307,"06 18, 2012"
4604,3273,"04 4, 2015"
6084,15224,"09 27, 2016"
7731,8313,"11 3, 2015"
1696,10318,"11 14, 2014"
2057,1809,"05 3, 2013"
2788,9311,"07 17, 2016"
13238,4431,"06 27, 2013"
8302,7209,"05 24, 2017"
7729,11474,"09 4, 2014"
2009,2615,"05 1, 2016"
10042,8402,"03 19, 2018"
3900,8660,"11 12, 2008"
4644,11167,"03 12, 2013"
7302,11719,"01 30, 2015"
3227,3590,"07 27, 2016"
898,15106,"09 29, 2015"
15291,12777,"12 11, 2016"
14249,12868,"04 24, 2017"
1270,12509,"05 8, 2017"
10351,2576,"03 11, 2015"
7185,9292,"10 23, 2012"
12390,13052,"03 8, 2015"
8703,2937,"05 11, 2014"
2343,1851,"04 29, 2013"
7494,5083,"11 7, 2014"
4342,3097,"11 21, 2013"
2979,7676,"08 7, 2015"
3661,1556,"05 31, 2012"
9166,8395,"05 10, 2016"
4673,4578,"05 4, 2016"
5032,2739,"03 26, 2015"
7466,4371,"05 9, 2016"
8344,1044,"12 14, 2016"
562,333,"03 9, 2006"
14233,12400,"02 23, 2017"
8310,12276,"10 6, 2015"
3074,810,"10 18, 2015"
949,10354,"06 21, 2013"
7401,10045,"04 25, 2014"
6541,14156,"04 11, 2016"
4446,3694,"07 30, 2013"
8691,9885,"03 6, 2013"
7743,12181,"08 17, 2015"
967,1956,"10 8, 2009"
9815,4885,"08 16, 2012"
543,7440,"04 24, 2017"
998,1977,"04 14, 2016"
14494,14851,"01 5, 2018"
9124,12950,"06 25, 2017"
14856,7797,"05 31, 2013"
1053,5345,"02 29, 2016"
7958,7545,"12 11, 2014"
13678,10735,"05 26, 2013"
4674,13157,"04 7, 2014"
11967,3412,"03 1, 2013"
2540,7226,"02 8, 2013"
14482,13619,"11 20, 2014"
3626,9500,"02 4, 2014"
7139,11590,"06 24, 2017"
12517,11346,"04 5, 2014"
6498,871,"08 27, 2013"
873,1906,"04 27, 2006"
4838,10461,"03 25, 2013"
7620,5658,"08 28, 2013"
10223,4009,"09 3, 2014"
7301,879,"02 20, 2015"
1062,1959,"05 14, 2011"
552,14911,"10 4, 2014"
7203,13668,"12 16, 2016"
8314,10296,"02 2, 2014"
7656,7621,"08 21, 2013"
5297,14341,"05 5, 2017"
11096,13837,"12 6, 2016"
8115,979,"10 30, 2017"
10478,13774,"02 21, 2016"
13680,14728,"08 20, 2013"
10159,10451,"07 18, 2014"
8230,12510,"05 15, 2016"
12060,4600,"11 8, 2016"
5814,5377,"11 9, 2015"
3617,2580,"06 5, 2013"
6424,654,"07 12, 2013"
5695,1359,"03 18, 2016"
3282,12693,"09 1, 2016"
8323,10887,"07 19, 2015"
12896,12021,"04 14, 2015"
7418,12334,"04 10, 2017"
3511,1662,"06 10, 2016"
13076,12247,"06 6, 2015"
6156,3893,"11 12, 2016"
980,5312,"06 19, 2004"
3989,1156,"12 8, 2014"
9071,7135,"03 31, 2016"
2870,14611,"11 5, 2013"
2570,5626,"01 7, 2015"
14325,13375,"07 5, 2016"
8595,8782,"09 3, 2015"
2638,11367,"08 22, 2014"
9599,11160,"05 9, 2014"
3238,975,"10 7, 2015"
8888,13190,"12 5, 2014"
10021,10276,"12 16, 2014"
2671,3251,"03 15, 2016"
2980,9364,"02 26, 2012"
418,1315,"05 31, 2010"
14732,12938,"05 30, 2017"
5844,1004,"01 2, 2017"
6455,6808,"04 21, 2016"
2161,3350,"09 18, 2014"
1672,2621,"11 5, 2014"
2979,1432,"11 21, 2012"
991,3591,"07 6, 2005"
4340,5469,"02 11, 2015"
11533,5469,"04 15, 2018"
1385,10640,"08 2, 2014"
8618,5387,"03 31, 2015"
578,764,"03 23, 2014"
11871,3173,"01 29, 2013"
15227,10244,"02 13, 2015"
1284,1285,"10 22, 2015"
7558,2873,"03 20, 2013"
9440,1786,"08 7, 2014"
14805,7638,"04 1, 2013"
1240,416,"04 14, 2005"
6492,5018,"02 21, 2015"
12455,5903,"04 18, 2016"
8267,13490,"06 25, 2016"
1851,1503,"10 2, 2015"
3257,1943,"08 26, 2015"
8111,11667,"08 2, 2016"
4656,3011,"04 7, 2018"
8516,12691,"10 20, 2016"
1968,13193,"05 16, 2013"
5302,7028,"04 22, 2015"
429,1264,"04 17, 2017"
10919,2230,"08 5, 2017"
2362,7354,"09 2, 2014"
11070,13419,"03 21, 2017"
10862,6826,"10 28, 2014"
12393,13843,"07 30, 2015"
1776,14836,"04 29, 2010"
5399,11068,"11 17, 2013"
3844,4234,"07 27, 2013"
6777,2982,"02 19, 2015"
14841,9564,"02 25, 2014"
10623,7150,"09 19, 2010"
11764,9460,"06 10, 2015"
12760,4728,"05 29, 2016"
13743,14155,"03 10, 2016"
5195,3555,"03 21, 2014"
3186,1943,"01 7, 2015"
4652,2514,"09 9, 2014"
2408,11852,"07 31, 2015"
4194,3151,"07 14, 2014"
2837,790,"04 22, 2014"
723,5326,"08 3, 2014"
2515,11596,"03 25, 2017"
5307,5810,"04 1, 2016"
194,3043,"10 11, 2016"
10862,2230,"01 26, 2018"
8356,2684,"05 19, 2016"
12087,12670,"08 23, 2017"
10038,11555,"02 27, 2018"
10534,5478,"03 26, 2015"
7426,14137,"05 23, 2016"
983,646,"09 2, 2015"
9026,1235,"02 1, 2017"
4317,276,"01 8, 2015"
9696,9465,"02 6, 2014"
5845,546,"12 16, 2016"
7207,13836,"09 22, 2016"
4436,5419,"02 25, 2016"
14431,6419,"02 11, 2014"
11739,4409,"04 1, 2014"
2140,13083,"02 14, 2016"
9114,6530,"10 24, 2015"
6867,7563,"02 16, 2013"
12436,6338,"09 18, 2014"
10675,7299,"10 25, 2014"
10721,6400,"08 29, 2012"
6751,9913,"09 2, 2016"
6385,806,"04 25, 2016"
1690,4393,"06 11, 2016"
3517,10360,"03 28, 2015"
725,7706,"09 30, 2017"
10435,4525,"08 3, 2015"
10724,6846,"04 30, 2018"
1295,8855,"04 5, 2016"
5553,8499,"11 20, 2017"
12056,14513,"12 15, 2017"
5850,8000,"06 16, 2015"
5104,7789,"10 24, 2016"
7982,2066,"10 14, 2014"
5771,13738,"11 5, 2016"
14497,13454,"01 23, 2018"
4034,6606,"02 25, 2018"
14098,12433,"03 16, 2016"
8651,2794,"04 30, 2015"
891,77,"07 22, 2015"
8509,11632,"11 24, 2015"
13135,9475,"10 31, 2016"
3588,5092,"04 27, 2018"
2543,13523,"07 3, 2016"
10679,2885,"05 19, 2016"
4668,10414,"02 19, 2012"
11221,10137,"06 29, 2015"
10641,8700,"01 18, 2014"
10428,12691,"07 22, 2017"
13071,10474,"06 24, 2016"
5495,9685,"05 25, 2015"
1008,2992,"12 31, 2014"
5365,2353,"12 26, 2009"
6640,2996,"05 6, 2012"
5573,6066,"10 9, 2014"
3438,10898,"03 28, 2017"
7488,10592,"04 19, 2015"
12819,15096,"05 9, 2018"
13131,6267,"08 11, 2014"
3087,174,"04 11, 2015"
5941,3691,"07 29, 2011"
4524,8733,"09 16, 2013"
226,6709,"10 2, 2014"
2075,9352,"04 1, 2012"
10642,6435,"01 14, 2013"
7137,7514,"11 26, 2016"
1401,72,"01 25, 2018"
4384,289,"11 23, 2013"
1008,5033,"10 12, 2014"
8556,14405,"11 30, 2017"
1385,3409,"08 4, 2013"
2597,754,"03 13, 2014"
1660,262,"05 2, 2008"
38,10386,"11 30, 2017"
12964,7857,"01 1, 2014"
1,12543,"06 14, 2016"
6354,1247,"02 18, 2013"
13132,7744,"03 2, 2014"
9174,12549,"08 9, 2016"
2765,12393,"02 16, 2016"
8285,10067,"01 4, 2014"
14071,11029,"04 26, 2014"
8898,2527,"04 23, 2013"
2964,3243,"07 6, 2012"
13234,7957,"01 9, 2015"
7645,8067,"03 17, 2016"
3036,5478,"01 4, 2015"
14021,14517,"12 5, 2017"
9852,3694,"03 23, 2015"
2903,10292,"04 10, 2015"
8699,5647,"11 15, 2017"
13032,11947,"02 11, 2015"
4266,2414,"08 25, 2015"
3636,5230,"10 3, 2017"
8951,5403,"03 20, 2015"
138,8,"01 24, 2017"
8648,5728,"06 19, 2015"
8497,3146,"05 21, 2014"
5346,3049,"02 28, 2015"
12291,10278,"10 27, 2014"
10321,4634,"06 26, 2013"
10075,3110,"09 20, 2012"
12176,12619,"10 27, 2016"
1269,2823,"09 15, 2015"
2099,2622,"10 23, 2013"
12023,12052,"06 24, 2015"
14599,11937,"08 29, 2014"
1571,4924,"05 10, 2013"
2543,14211,"12 12, 2016"
4601,7570,"11 29, 2013"
2971,3833,"10 8, 2013"
5273,5520,"05 26, 2014"
12043,14522,"01 13, 2018"
12082,3196,"02 25, 2014"
8308,3225,"12 6, 2016"
10692,2440,"04 25, 2013"
7706,11139,"03 10, 2014"
12844,10588,"04 13, 2013"
7944,10138,"12 16, 2016"
6207,8975,"11 9, 2016"
7327,3142,"08 5, 2013"
13567,8197,"04 8, 2014"
11625,12866,"04 12, 2017"
1927,7437,"12 3, 2014"
8795,1155,"04 11, 2003"
13427,13645,"05 31, 2016"
2184,9844,"03 13, 2014"
2853,12702,"11 12, 2016"
6033,1483,"01 1, 2017"
10750,6303,"03 1, 2018"
14166,8176,"01 24, 2015"
7743,13473,"03 6, 2017"
8030,7730,"06 25, 2015"
7178,7454,"01 2, 2015"
12732,7157,"01 9, 2015"
12581,14374,"02 27, 2018"
10310,7364,"03 9, 2014"
6573,3447,"10 11, 2012"
4205,3682,"11 1, 2016"
13087,10907,"04 18, 2014"
13591,10044,"12 14, 2013"
1346,2808,"06 25, 2010"
2317,8647,"12 20, 2012"
15147,12861,"06 12, 2017"
11122,6557,"09 9, 2015"
14511,7831,"04 4, 2013"
11153,14472,"10 5, 2015"
1040,1882,"10 18, 2014"
140,1886,"03 9, 2015"
11005,5978,"01 10, 2017"
2857,13713,"03 5, 2013"
1492,1787,"05 28, 2015"
7018,9269,"06 14, 2015"
6973,6774,"08 18, 2015"
6831,2335,"10 27, 2016"
1323,6233,"12 1, 2011"
3167,1031,"07 24, 2015"
6790,730,"08 5, 2014"
2451,150,"03 19, 2015"
12566,15117,"01 16, 2017"
13137,4536,"04 9, 2015"
4320,4074,"11 12, 2013"
2598,11263,"12 24, 2015"
2619,3104,"10 28, 2014"
11118,10179,"08 31, 2015"
8437,10393,"01 7, 2018"
13636,10640,"03 27, 2013"
4604,15180,"09 22, 2016"
1704,821,"08 19, 2015"
1438,516,"09 2, 2014"
13436,10790,"07 19, 2017"
12872,9988,"05 16, 2014"
11256,11561,"01 28, 2015"
4190,262,"04 8, 2015"
8741,7400,"10 21, 2010"
8817,6798,"08 27, 2017"
2043,2554,"09 11, 2010"
9397,2358,"12 29, 2015"
12754,7206,"01 16, 2015"
11441,2614,"05 27, 2013"
5385,7558,"11 29, 2015"
14906,10307,"04 20, 2015"
6697,9112,"11 21, 2013"
14133,13641,"06 18, 2017"
6194,1077,"08 20, 2017"
1481,12900,"05 17, 2017"
132,4710,"12 8, 2015"
6511,9965,"04 11, 2017"
7817,2979,"07 14, 2017"
7005,2652,"08 29, 2016"
2369,854,"04 28, 2016"
254,3862,"03 25, 2011"
803,8315,"06 25, 2016"
3548,15185,"04 21, 2015"
9217,5145,"08 11, 2014"
14157,9888,"05 16, 2013"
8315,4988,"07 6, 2017"
14390,12836,"02 27, 2017"
342,6037,"12 26, 2017"
2909,12700,"10 28, 2016"
12246,4946,"04 1, 2014"
339,57,"01 23, 2017"
777,7276,"10 7, 2015"
8472,11250,"03 27, 2014"
11365,12930,"06 29, 2017"
2742,14538,"01 31, 2018"
6839,8053,"06 24, 2014"
14762,12787,"03 14, 2017"
5078,14821,"12 30, 2016"
11789,2994,"09 4, 2014"
4229,2353,"09 8, 2016"
7316,5309,"05 10, 2014"
6757,10489,"06 7, 2014"
3209,2289,"06 8, 2014"
336,2590,"05 26, 2016"
14297,7800,"02 16, 2018"
5326,3078,"01 23, 2016"
13376,4504,"11 26, 2012"
997,4051,"01 10, 2016"
12545,6061,"04 19, 2015"
13008,13980,"06 28, 2016"
10699,2003,"04 14, 2015"
1654,1481,"11 27, 2015"
4593,477,"10 29, 2007"
11329,5355,"04 12, 2014"
12825,11033,"06 30, 2014"
3234,12200,"09 3, 2017"
982,262,"04 25, 2016"
1008,4192,"01 29, 2017"
7040,4114,"02 13, 2015"
9162,5997,"06 24, 2017"
11386,5232,"01 18, 2017"
10821,11306,"04 3, 2018"
7602,11955,"11 12, 2017"
3835,11461,"02 12, 2015"
7743,3458,"02 25, 2016"
797,4883,"02 9, 2014"
12008,11340,"04 17, 2014"
11758,6813,"04 28, 2017"
4460,3224,"10 23, 2016"
5112,8837,"10 2, 2014"
15314,14517,"01 1, 2018"
2289,13173,"04 8, 2016"
7752,3465,"07 28, 2015"
13184,14998,"12 26, 2013"
4106,14836,"05 18, 2016"
8149,987,"04 4, 2016"
3572,2204,"06 3, 2017"
3739,10421,"03 20, 2013"
3372,10024,"09 28, 2013"
6494,7567,"09 3, 2013"
8315,9623,"05 12, 2017"
8400,7990,"06 22, 2013"
13760,11792,"03 15, 2016"
3720,14297,"03 31, 2018"
6586,7839,"12 10, 2012"
1783,2086,"03 28, 2015"
7312,13660,"04 9, 2013"
10034,7825,"08 8, 2014"
4132,13134,"11 27, 2014"
9457,6714,"03 8, 2015"
2412,13713,"05 14, 2013"
7599,11268,"09 15, 2015"
7645,11246,"03 12, 2014"
3122,2349,"08 24, 2016"
15202,9788,"12 20, 2012"
194,9127,"01 1, 2015"
3393,1850,"08 9, 2015"
914,50,"11 26, 2000"
5577,7038,"02 12, 2012"
926,14832,"04 17, 2011"
9554,3943,"12 9, 2014"
6533,14470,"10 27, 2017"
4480,5214,"05 23, 2017"
2505,5604,"12 20, 2014"
8967,10042,"07 24, 2015"
9708,5951,"05 1, 2016"
11272,9422,"10 4, 2012"
4922,7938,"05 25, 2015"
3345,5607,"04 9, 2013"
1313,3556,"03 4, 2016"
12104,7972,"09 30, 2014"
8038,12103,"07 17, 2015"
6140,10110,"05 7, 2015"
1226,242,"09 15, 2009"
3973,10555,"08 28, 2015"
7943,13964,"08 28, 2014"
6881,2202,"10 5, 2017"
5297,13194,"09 18, 2013"
12999,5725,"03 30, 2014"
3800,2281,"09 6, 2013"
2317,6256,"01 20, 2015"
7737,4532,"10 27, 2015"
6140,1623,"12 15, 2010"
9381,12652,"04 9, 2018"
10723,6472,"07 29, 2014"
8132,986,"10 27, 2017"
5059,5063,"05 20, 2016"
6648,2678,"03 11, 2017"
14491,12756,"03 13, 2017"
14701,10341,"04 16, 2015"
5464,7208,"06 15, 2015"
527,458,"01 23, 2011"
8030,11160,"11 12, 2014"
11697,7880,"05 5, 2016"
242,10649,"12 30, 2013"
4917,5338,"08 10, 2014"
12166,11806,"04 1, 2017"
7412,7951,"09 27, 2013"
450,35,"02 2, 2017"
1708,99,"06 3, 2010"
6646,11684,"04 2, 2016"
15110,14293,"06 21, 2017"
1840,3526,"12 8, 2014"
5449,4976,"12 15, 2014"
14113,15154,"06 6, 2014"
5798,5630,"12 11, 2017"
5832,6964,"09 22, 2011"
2123,5371,"12 1, 2014"
10045,10277,"03 19, 2015"
6523,10792,"07 13, 2013"
11505,13674,"03 25, 2015"
8249,3485,"09 27, 2016"
854,6718,"07 1, 2015"
12545,11780,"01 1, 2018"
3205,8257,"12 28, 2016"
3905,4208,"06 14, 2014"
2879,4731,"01 15, 2015"
3074,11606,"07 18, 2016"
2145,8574,"10 24, 2013"
4950,5405,"12 9, 2012"
1937,10286,"11 3, 2014"
3626,11631,"05 14, 2017"
2029,4919,"02 23, 2014"
7512,8020,"01 29, 2014"
1538,592,"02 12, 2011"
12630,11119,"12 10, 2013"
2134,2798,"07 31, 2017"
15300,11826,"03 15, 2016"
7317,7733,"01 25, 2015"
10495,12284,"11 21, 2015"
14803,7627,"08 1, 2013"
10609,2048,"07 31, 2014"
287,287,"06 19, 2013"
6856,7624,"10 21, 2017"
7480,11261,"04 10, 2014"
4019,808,"05 31, 2014"
2665,8783,"10 13, 2014"
9578,1472,"03 9, 2013"
5212,11216,"05 30, 2014"
7752,4267,"04 30, 2014"
11952,11069,"05 4, 2014"
9187,4084,"05 11, 2014"
2367,7575,"06 9, 2015"
9213,1255,"05 13, 2014"
12285,9023,"09 26, 2016"
6615,10967,"09 15, 2016"
4853,713,"09 7, 2014"
1922,13185,"06 24, 2017"
7725,3584,"06 15, 2016"
7799,5393,"03 23, 2018"
6549,14183,"10 23, 2017"
7074,9036,"01 13, 2017"
10821,6420,"10 31, 2014"
8044,12242,"01 7, 2017"
9901,3688,"06 30, 2016"
7816,12244,"02 8, 2017"
2717,9166,"02 13, 2014"
492,1261,"04 23, 2006"
10612,11094,"10 28, 2016"
4046,3022,"04 21, 2000"
3677,8121,"04 30, 2015"
7074,8078,"07 27, 2016"
159,1357,"04 14, 2016"
766,5347,"12 21, 2013"
372,2138,"08 24, 2015"
8871,2159,"01 2, 2014"
12358,13280,"04 13, 2017"
14420,12422,"11 30, 2017"
703,4915,"08 22, 2013"
8860,2917,"10 8, 2017"
11772,2979,"02 23, 2018"
3442,2701,"08 11, 2016"
8182,5653,"08 24, 2015"
344,13474,"07 26, 2015"
9192,2994,"10 20, 2014"
2482,10975,"06 15, 2017"
4191,13002,"11 1, 2017"
6781,2720,"02 22, 2017"
6385,9778,"10 30, 2014"
10000,7905,"12 25, 2013"
5498,11918,"04 9, 2015"
11678,9982,"10 7, 2013"
9261,12759,"01 25, 2017"
7494,13522,"07 22, 2016"
2737,8825,"04 20, 2016"
6369,12116,"06 21, 2015"
9384,1353,"08 19, 2017"
4005,4525,"02 7, 2003"
13765,12673,"03 9, 2017"
9667,6217,"08 20, 2013"
2862,3255,"12 19, 2013"
12498,7349,"02 2, 2013"
3985,993,"02 22, 2017"
9098,1254,"09 7, 2017"
14023,10629,"04 11, 2013"
7712,930,"07 22, 2016"
1571,832,"04 6, 2014"
998,56,"04 14, 2016"
14863,11987,"02 28, 2015"
2686,9169,"06 24, 2015"
7752,11582,"01 21, 2016"
2658,2873,"12 7, 2014"
7515,10027,"11 27, 2016"
3495,1067,"04 26, 2016"
13425,14420,"10 15, 2017"
8431,9211,"12 14, 2014"
4974,677,"12 11, 2011"
9514,8737,"02 26, 2013"
1904,5225,"10 23, 2015"
6513,8052,"02 21, 2013"
3348,6845,"03 18, 2015"
12805,6967,"03 17, 2016"
6489,3964,"02 7, 2017"
5677,14836,"06 21, 2013"
1942,2346,"08 1, 2010"
6353,587,"02 3, 2014"
6561,4343,"08 12, 2012"
4328,9634,"02 4, 2018"
11035,5840,"10 20, 2015"
1685,11003,"02 26, 2018"
10110,1851,"12 20, 2015"
13741,10550,"01 15, 2013"
663,1511,"06 19, 2011"
5748,8599,"08 13, 2017"
11954,7942,"11 26, 2013"
8584,9279,"10 10, 2017"
2130,3081,"11 5, 2014"
7974,7025,"09 9, 2014"
14934,7972,"12 9, 2015"
6468,9148,"02 15, 2011"
2088,128,"11 13, 2014"
8093,9466,"06 20, 2017"
11366,4410,"07 19, 2014"
9886,12438,"04 21, 2017"
1445,322,"03 26, 2006"
2662,4478,"04 4, 2014"
3105,2060,"07 31, 2017"
12184,12150,"08 8, 2015"
1366,9177,"01 9, 2011"
8759,9513,"04 20, 2017"
4211,10431,"08 17, 2013"
8352,13909,"07 1, 2017"
1370,3112,"04 6, 2017"
3974,13416,"06 13, 2016"
755,2759,"02 20, 1999"
12770,10148,"08 18, 2015"
9560,1436,"12 10, 2013"
14486,14218,"11 21, 2017"
6811,2366,"10 18, 2015"
13543,12429,"12 17, 2016"
6995,10139,"12 7, 2013"
12617,9424,"01 11, 2013"
7413,14121,"06 8, 2017"
12283,14164,"09 1, 2016"
12415,10472,"01 28, 2014"
8617,6873,"02 1, 2018"
10917,10422,"06 6, 2015"
